读者ID,读者类型,性别,单位, 
1612AC440117,本科生,女,公管2016-1, 
1612AC440127,本科生,男,公管2016-1, 
1612AC440128,本科生,男,公管2016-1, 
1612AC440130,本科生,男,公管2016-1, 
1614AC140102,本科生,女,环设2016-1, 
1614AC140103,本科生,女,环设2016-1, 
1614AC140105,本科生,女,环设2016-1, 
1614AC140106,本科生,女,环设2016-1, 
1614AC140110,本科生,女,环设2016-1, 
1614AC140112,本科生,女,环设2016-1, 
1614AC140113,本科生,女,环设2016-1, 
1614AC140114,本科生,男,环设2016-1, 
1614AC140117,本科生,男,环设2016-1, 
1614AC140118,本科生,男,环设2016-1, 
1614AC140123,本科生,男,环设2016-1, 
1614AC140124,本科生,男,环设2016-1, 
1614AC140125,本科生,男,环设2016-1, 
1614AC140126,本科生,男,环设2016-1, 
1614AC140208,本科生,女,环设2016-2, 
1614AC140219,本科生,男,环设2016-2, 
1614AC140220,本科生,男,环设2016-2, 
1614AC140225,本科生,男,环设2016-2, 
1614AC140301,本科生,女,环设2016-3, 
1614AC140303,本科生,女,环设2016-3, 
1614AC140304,本科生,女,环设2016-3, 
1614AC140305,本科生,女,环设2016-3, 
1614AC140306,本科生,女,环设2016-3, 
1614AC140309,本科生,女,环设2016-3, 
1614AC140312,本科生,女,环设2016-3, 
1614AC140315,本科生,男,环设2016-3, 
1614AC140319,本科生,男,环设2016-3, 
1614AC140320,本科生,男,环设2016-3, 
1614AC140321,本科生,男,环设2016-3, 
1614AC140323,本科生,男,环设2016-3, 
1614AC140325,本科生,男,环设2016-3, 
1614AC140326,本科生,男,环设2016-3, 
1614AC140327,本科生,男,环设2016-3, 
1614AC140401,本科生,女,环设2016-4, 
1614AC140404,本科生,女,环设2016-4, 
1614AC140408,本科生,女,环设2016-4, 
1614AC140409,本科生,女,环设2016-4, 
1614AC140411,本科生,女,环设2016-4, 
1614AC140420,本科生,男,环设2016-4, 
1614AC140426,本科生,男,环设2016-4, 
1614AD140101,本科生,女,舞蹈2016-1, 
1614AD140104,本科生,女,舞蹈2016-1, 
1614AD140107,本科生,女,舞蹈2016-1, 
1614AD140108,本科生,女,舞蹈2016-1, 
1614AD140111,本科生,女,舞蹈2016-1, 
1614AD140112,本科生,女,舞蹈2016-1, 
1614AD140114,本科生,女,舞蹈2016-1, 
1614AD140118,本科生,女,舞蹈2016-1, 
1614AD140302,本科生,女,舞蹈2016-3, 
1614AD140306,本科生,女,舞蹈2016-3, 
1614AD140312,本科生,女,舞蹈2016-3, 
1614AE140114,本科生,女,表演2016-1, 
1614AE140117,本科生,女,表演2016-1, 
1614AE140123,本科生,男,表演2016-1, 
1614AE140126,本科生,男,表演2016-1, 
1614AE140127,本科生,男,表演2016-1, 
1614AE140201,本科生,女,表演2016-2, 
1614AE140202,本科生,女,表演2016-2, 
1614AE140206,本科生,女,表演2016-2, 
1614AE140207,本科生,女,表演2016-2, 
1614AE140216,本科生,女,表演2016-2, 
1614AE140219,本科生,男,表演2016-2, 
1614AE140305,本科生,女,表演2016-3, 
1614AE140307,本科生,女,表演2016-3, 
1614AE140312,本科生,女,表演2016-3, 
1614AE140313,本科生,女,表演2016-3, 
1614AE140318,本科生,男,表演2016-3, 
1614AE140319,本科生,男,表演2016-3, 
1614AE140328,本科生,男,表演2016-3, 
1615AC140104,本科生,女,软件2016-1, 
1615AC140105,本科生,男,软件2016-1, 
1615AC140106,本科生,男,软件2016-1, 
1615AC140107,本科生,男,软件2016-1, 
1615AC140108,本科生,男,软件2016-1, 
1615AC140111,本科生,男,软件2016-1, 
1615AC140112,本科生,男,软件2016-1, 
1615AC140114,本科生,男,软件2016-1, 
1615AC140115,本科生,男,软件2016-1, 
1615AC140117,本科生,男,软件2016-1, 
1615AC140118,本科生,男,软件2016-1, 
1615AC140127,本科生,男,软件2016-1, 
1615AC140201,本科生,女,软件2016-2, 
1615AC140202,本科生,女,软件2016-2, 
1615AC140203,本科生,女,软件2016-2, 
1615AC140204,本科生,女,软件2016-2, 
1615AC140205,本科生,男,软件2016-2, 
1615AC140207,本科生,男,软件2016-2, 
1615AC140209,本科生,男,软件2016-2, 
1615AC140210,本科生,男,软件2016-2, 
1615AC140211,本科生,男,软件2016-2, 
1615AC140223,本科生,男,软件2016-2, 
1615AC140225,本科生,男,软件2016-2, 
1615AC140301,本科生,女,软件2016-3, 
1615AC140302,本科生,女,软件2016-3, 
1615AC140303,本科生,女,软件2016-3, 
1615AC140304,本科生,女,软件2016-3, 
1615AC140305,本科生,男,软件2016-3, 
1615AC140308,本科生,男,软件2016-3, 
1615AC140309,本科生,男,软件2016-3, 
1615AC140310,本科生,男,软件2016-3, 
1615AC140318,本科生,男,软件2016-3, 
1615AC140319,本科生,男,软件2016-3, 
1615AC140320,本科生,男,软件2016-3, 
1615AC140323,本科生,男,软件2016-3, 
1615AC140328,本科生,男,软件2016-3, 
1701AC140101,本科生,男,勘资2017-1, 
1701AC140102,本科生,男,勘资2017-1, 
1701AC140103,本科生,男,勘资2017-1, 
1701AC140104,本科生,男,勘资2017-1, 
1701AC140105,本科生,男,勘资2017-1, 
1701AC140106,本科生,男,勘资2017-1, 
1701AC140107,本科生,男,勘资2017-1, 
1701AC140108,本科生,男,勘资2017-1, 
1701AC140109,本科生,男,勘资2017-1, 
1701AC140110,本科生,男,勘资2017-1, 
1701AC140111,本科生,男,勘资2017-1, 
1701AC140112,本科生,男,勘资2017-1, 
1701AC140113,本科生,男,勘资2017-1, 
1701AC140114,本科生,男,勘资2017-1, 
1701AC140115,本科生,男,勘资2017-1, 
1701AC140116,本科生,男,勘资2017-1, 
1701AC140117,本科生,男,勘资2017-1, 
1701AC140118,本科生,男,勘资2017-1, 
1701AC140119,本科生,男,勘资2017-1, 
1701AC140120,本科生,男,勘资2017-1, 
1701AC140121,本科生,男,勘资2017-1, 
1701AC140122,本科生,男,勘资2017-1, 
1701AC140123,本科生,男,勘资2017-1, 
1701AC140124,本科生,男,勘资2017-1, 
1701AC140125,本科生,男,勘资2017-1, 
1701AC140126,本科生,男,勘资2017-1, 
1701AC140127,本科生,男,勘资2017-1, 
1701AC140128,本科生,男,勘资2017-1, 
1701AC140201,本科生,男,勘资2017-2, 
1701AC140202,本科生,男,勘资2017-2, 
1701AC140203,本科生,男,勘资2017-2, 
1701AC140204,本科生,男,勘资2017-2, 
1701AC140205,本科生,男,勘资2017-2, 
1701AC140206,本科生,男,勘资2017-2, 
1701AC140207,本科生,男,勘资2017-2, 
1701AC140208,本科生,男,勘资2017-2, 
1701AC140209,本科生,男,勘资2017-2, 
1701AC140210,本科生,男,勘资2017-2, 
1701AC140211,本科生,男,勘资2017-2, 
1701AC140212,本科生,男,勘资2017-2, 
1701AC140213,本科生,男,勘资2017-2, 
1701AC140214,本科生,男,勘资2017-2, 
1701AC140215,本科生,男,勘资2017-2, 
1701AC140216,本科生,男,勘资2017-2, 
1701AC140217,本科生,男,勘资2017-2, 
1701AC140218,本科生,男,勘资2017-2, 
1701AC140219,本科生,男,勘资2017-2, 
1701AC140220,本科生,男,勘资2017-2, 
1701AC140221,本科生,男,勘资2017-2, 
1701AC140222,本科生,男,勘资2017-2, 
1701AC140223,本科生,男,勘资2017-2, 
1701AC140224,本科生,男,勘资2017-2, 
1701AC140225,本科生,男,勘资2017-2, 
1701AC140226,本科生,男,勘资2017-2, 
1701AC140227,本科生,男,勘资2017-2, 
1701AC140228,本科生,男,勘资2017-2, 
1701AC140301,本科生,男,勘资2017-3, 
1701AC140302,本科生,男,勘资2017-3, 
1701AC140303,本科生,男,勘资2017-3, 
1701AC140304,本科生,男,勘资2017-3, 
1701AC140305,本科生,男,勘资2017-3, 
1701AC140306,本科生,男,勘资2017-3, 
1701AC140307,本科生,男,勘资2017-3, 
1701AC140308,本科生,男,勘资2017-3, 
1701AC140309,本科生,男,勘资2017-3, 
1701AC140310,本科生,男,勘资2017-3, 
1701AC140311,本科生,男,勘资2017-3, 
1701AC140312,本科生,男,勘资2017-3, 
1701AC140313,本科生,男,勘资2017-3, 
1701AC140314,本科生,男,勘资2017-3, 
1701AC140315,本科生,男,勘资2017-3, 
1701AC140316,本科生,男,勘资2017-3, 
1701AC140317,本科生,男,勘资2017-3, 
1701AC140318,本科生,男,勘资2017-3, 
1701AC140319,本科生,男,勘资2017-3, 
1701AC140320,本科生,男,勘资2017-3, 
1701AC140321,本科生,男,勘资2017-3, 
1701AC140322,本科生,男,勘资2017-3, 
1701AC140323,本科生,男,勘资2017-3, 
1701AC140324,本科生,男,勘资2017-3, 
1701AC140325,本科生,男,勘资2017-3, 
1701AC140326,本科生,男,勘资2017-3, 
1701AC140327,本科生,男,勘资2017-3, 
1701AC340101,本科生,男,地化2017-1, 
1701AC340102,本科生,男,地化2017-1, 
1701AC340103,本科生,男,地化2017-1, 
1701AC340104,本科生,男,地化2017-1, 
1701AC340105,本科生,男,地化2017-1, 
1701AC340106,本科生,男,地化2017-1, 
1701AC340107,本科生,男,地化2017-1, 
1701AC340108,本科生,男,地化2017-1, 
1701AC340109,本科生,男,地化2017-1, 
1701AC340110,本科生,男,地化2017-1, 
1701AC340111,本科生,男,地化2017-1, 
1701AC340112,本科生,男,地化2017-1, 
1701AC340113,本科生,男,地化2017-1, 
1701AC340114,本科生,男,地化2017-1, 
1701AC340115,本科生,男,地化2017-1, 
1701AC340116,本科生,男,地化2017-1, 
1701AC340117,本科生,男,地化2017-1, 
1701AC340118,本科生,男,地化2017-1, 
1701AC340119,本科生,男,地化2017-1, 
1701AC340120,本科生,男,地化2017-1, 
1701AC340121,本科生,男,地化2017-1, 
1701AC340122,本科生,男,地化2017-1, 
1701AC340123,本科生,男,地化2017-1, 
1701AC340124,本科生,男,地化2017-1, 
1701AC340125,本科生,男,地化2017-1, 
1701AC340126,本科生,男,地化2017-1, 
1701AC340127,本科生,男,地化2017-1, 
1701AC340128,本科生,男,地化2017-1, 
1701AD140101,本科生,男,勘技2017-1, 
1701AD140102,本科生,男,勘技2017-1, 
1701AD140103,本科生,男,勘技2017-1, 
1701AD140104,本科生,男,勘技2017-1, 
1701AD140105,本科生,男,勘技2017-1, 
1701AD140106,本科生,男,勘技2017-1, 
1701AD140107,本科生,男,勘技2017-1, 
1701AD140108,本科生,男,勘技2017-1, 
1701AD140109,本科生,男,勘技2017-1, 
1701AD140110,本科生,男,勘技2017-1, 
1701AD140111,本科生,男,勘技2017-1, 
1701AD140112,本科生,男,勘技2017-1, 
1701AD140113,本科生,男,勘技2017-1, 
1701AD140114,本科生,男,勘技2017-1, 
1701AD140115,本科生,男,勘技2017-1, 
1701AD140116,本科生,男,勘技2017-1, 
1701AD140117,本科生,男,勘技2017-1, 
1701AD140118,本科生,男,勘技2017-1, 
1701AD140119,本科生,男,勘技2017-1, 
1701AD140120,本科生,男,勘技2017-1, 
1701AD140121,本科生,男,勘技2017-1, 
1701AD140122,本科生,男,勘技2017-1, 
1701AD140123,本科生,男,勘技2017-1, 
1701AD140124,本科生,男,勘技2017-1, 
1701AD140125,本科生,男,勘技2017-1, 
1701AD140201,本科生,男,勘技2017-2, 
1701AD140202,本科生,男,勘技2017-2, 
1701AD140203,本科生,男,勘技2017-2, 
1701AD140204,本科生,男,勘技2017-2, 
1701AD140205,本科生,男,勘技2017-2, 
1701AD140206,本科生,男,勘技2017-2, 
1701AD140207,本科生,男,勘技2017-2, 
1701AD140208,本科生,男,勘技2017-2, 
1701AD140209,本科生,男,勘技2017-2, 
1701AD140210,本科生,男,勘技2017-2, 
1701AD140211,本科生,男,勘技2017-2, 
1701AD140212,本科生,男,勘技2017-2, 
1701AD140213,本科生,男,勘技2017-2, 
1701AD140214,本科生,男,勘技2017-2, 
1701AD140215,本科生,男,勘技2017-2, 
1701AD140216,本科生,男,勘技2017-2, 
1701AD140217,本科生,男,勘技2017-2, 
1701AD140218,本科生,男,勘技2017-2, 
1701AD140219,本科生,男,勘技2017-2, 
1701AD140220,本科生,男,勘技2017-2, 
1701AD140221,本科生,男,勘技2017-2, 
1701AD140222,本科生,男,勘技2017-2, 
1701AD140223,本科生,男,勘技2017-2, 
1701AD140224,本科生,男,勘技2017-2, 
1701AD140301,本科生,男,勘技2017-3, 
1701AD140302,本科生,男,勘技2017-3, 
1701AD140303,本科生,男,勘技2017-3, 
1701AD140304,本科生,男,勘技2017-3, 
1701AD140305,本科生,男,勘技2017-3, 
1701AD140306,本科生,男,勘技2017-3, 
1701AD140307,本科生,男,勘技2017-3, 
1701AD140308,本科生,男,勘技2017-3, 
1701AD140309,本科生,男,勘技2017-3, 
1701AD140310,本科生,男,勘技2017-3, 
1701AD140311,本科生,男,勘技2017-3, 
1701AD140312,本科生,男,勘技2017-3, 
1701AD140313,本科生,男,勘技2017-3, 
1701AD140314,本科生,男,勘技2017-3, 
1701AD140315,本科生,男,勘技2017-3, 
1701AD140316,本科生,男,勘技2017-3, 
1701AD140317,本科生,男,勘技2017-3, 
1701AD140318,本科生,男,勘技2017-3, 
1701AD140319,本科生,男,勘技2017-3, 
1701AD140320,本科生,男,勘技2017-3, 
1701AD140321,本科生,男,勘技2017-3, 
1701AD140322,本科生,男,勘技2017-3, 
1701AD140323,本科生,男,勘技2017-3, 
1701AD140324,本科生,男,勘技2017-3, 
1701AD240101,本科生,男,地物2017-1, 
1701AD240102,本科生,男,地物2017-1, 
1701AD240103,本科生,男,地物2017-1, 
1701AD240104,本科生,男,地物2017-1, 
1701AD240105,本科生,男,地物2017-1, 
1701AD240106,本科生,男,地物2017-1, 
1701AD240107,本科生,男,地物2017-1, 
1701AD240108,本科生,男,地物2017-1, 
1701AD240109,本科生,男,地物2017-1, 
1701AD240110,本科生,男,地物2017-1, 
1701AD240111,本科生,男,地物2017-1, 
1701AD240112,本科生,男,地物2017-1, 
1701AD240113,本科生,男,地物2017-1, 
1701AD240114,本科生,男,地物2017-1, 
1701AD240115,本科生,男,地物2017-1, 
1701AD240116,本科生,男,地物2017-1, 
1701AD240117,本科生,男,地物2017-1, 
1701AD240118,本科生,男,地物2017-1, 
1701AD240119,本科生,男,地物2017-1, 
1701AD240120,本科生,男,地物2017-1, 
1701AD240121,本科生,男,地物2017-1, 
1701AD240122,本科生,男,地物2017-1, 
1701AD240123,本科生,男,地物2017-1, 
1701AD240124,本科生,男,地物2017-1, 
1701AD240125,本科生,男,地物2017-1, 
1701AD240126,本科生,男,地物2017-1, 
1701AD240127,本科生,男,地物2017-1, 
1701AD240128,本科生,男,地物2017-1, 
1701AD240129,本科生,男,地物2017-1, 
1701AI140101,本科生,男,地2017-1, 
1701AI140102,本科生,男,地2017-1, 
1701AI140103,本科生,男,地2017-1, 
1701AI140104,本科生,男,地2017-1, 
1701AI140105,本科生,男,地2017-1, 
1701AI140106,本科生,男,地2017-1, 
1701AI140107,本科生,男,地2017-1, 
1701AI140108,本科生,男,地2017-1, 
1701AI140109,本科生,男,地2017-1, 
1701AI140110,本科生,男,地2017-1, 
1701AI140111,本科生,男,地2017-1, 
1701AI140112,本科生,男,地2017-1, 
1701AI140113,本科生,男,地2017-1, 
1701AI140114,本科生,男,地2017-1, 
1701AI140115,本科生,男,地2017-1, 
1701AI140116,本科生,男,地2017-1, 
1701AI140117,本科生,男,地2017-1, 
1701AI140118,本科生,男,地2017-1, 
1701AI140119,本科生,男,地2017-1, 
1701AI140120,本科生,男,地2017-1, 
1701AI140121,本科生,男,地2017-1, 
1701AI140122,本科生,男,地2017-1, 
1701AI140123,本科生,男,地2017-1, 
1701AI140124,本科生,男,地2017-1, 
1701AI140125,本科生,男,地2017-1, 
1701AI140126,本科生,男,地2017-1, 
1702AC140101,本科生,男,油2017-1, 
1702AC140102,本科生,男,油2017-1, 
1702AC140103,本科生,男,油2017-1, 
1702AC140104,本科生,男,油2017-1, 
1702AC140105,本科生,男,油2017-1, 
1702AC140106,本科生,男,油2017-1, 
1702AC140107,本科生,男,油2017-1, 
1702AC140108,本科生,男,油2017-1, 
1702AC140109,本科生,男,油2017-1, 
1702AC140110,本科生,男,油2017-1, 
1702AC140111,本科生,男,油2017-1, 
1702AC140112,本科生,男,油2017-1, 
1702AC140113,本科生,男,油2017-1, 
1702AC140114,本科生,男,油2017-1, 
1702AC140115,本科生,男,油2017-1, 
1702AC140116,本科生,男,油2017-1, 
1702AC140117,本科生,男,油2017-1, 
1702AC140118,本科生,男,油2017-1, 
1702AC140119,本科生,男,油2017-1, 
1702AC140120,本科生,男,油2017-1, 
1702AC140121,本科生,男,油2017-1, 
1702AC140122,本科生,男,油2017-1, 
1702AC140123,本科生,男,油2017-1, 
1702AC140124,本科生,男,油2017-1, 
1702AC140125,本科生,男,油2017-1, 
1702AC140126,本科生,男,油2017-1, 
1702AC140127,本科生,男,油2017-1, 
1702AC140128,本科生,男,油2017-1, 
1702AC140129,本科生,男,油2017-1, 
1702AC140201,本科生,男,油2017-2, 
1702AC140202,本科生,男,油2017-2, 
1702AC140203,本科生,男,油2017-2, 
1702AC140204,本科生,男,油2017-2, 
1702AC140205,本科生,男,油2017-2, 
1702AC140206,本科生,男,油2017-2, 
1702AC140207,本科生,男,油2017-2, 
1702AC140208,本科生,男,油2017-2, 
1702AC140209,本科生,男,油2017-2, 
1702AC140210,本科生,男,油2017-2, 
1702AC140211,本科生,男,油2017-2, 
1702AC140212,本科生,男,油2017-2, 
1702AC140213,本科生,男,油2017-2, 
1702AC140214,本科生,男,油2017-2, 
1702AC140215,本科生,男,油2017-2, 
1702AC140216,本科生,男,油2017-2, 
1702AC140217,本科生,男,油2017-2, 
1702AC140218,本科生,男,油2017-2, 
1702AC140219,本科生,男,油2017-2, 
1702AC140220,本科生,男,油2017-2, 
1702AC140221,本科生,男,油2017-2, 
1702AC140222,本科生,男,油2017-2, 
1702AC140223,本科生,男,油2017-2, 
1702AC140224,本科生,男,油2017-2, 
1702AC140225,本科生,男,油2017-2, 
1702AC140226,本科生,男,油2017-2, 
1702AC140227,本科生,男,油2017-2, 
1702AC140228,本科生,男,油2017-2, 
1702AC140229,本科生,男,油2017-2, 
1702AC140301,本科生,男,油2017-3, 
1702AC140302,本科生,男,油2017-3, 
1702AC140303,本科生,男,油2017-3, 
1702AC140304,本科生,男,油2017-3, 
1702AC140305,本科生,男,油2017-3, 
1702AC140306,本科生,男,油2017-3, 
1702AC140307,本科生,男,油2017-3, 
1702AC140308,本科生,男,油2017-3, 
1702AC140309,本科生,男,油2017-3, 
1702AC140310,本科生,男,油2017-3, 
1702AC140311,本科生,男,油2017-3, 
1702AC140312,本科生,男,油2017-3, 
1702AC140313,本科生,男,油2017-3, 
1702AC140314,本科生,男,油2017-3, 
1702AC140315,本科生,男,油2017-3, 
1702AC140316,本科生,男,油2017-3, 
1702AC140317,本科生,男,油2017-3, 
1702AC140318,本科生,男,油2017-3, 
1702AC140319,本科生,男,油2017-3, 
1702AC140320,本科生,男,油2017-3, 
1702AC140321,本科生,男,油2017-3, 
1702AC140322,本科生,男,油2017-3, 
1702AC140323,本科生,男,油2017-3, 
1702AC140324,本科生,男,油2017-3, 
1702AC140325,本科生,男,油2017-3, 
1702AC140326,本科生,男,油2017-3, 
1702AC140327,本科生,男,油2017-3, 
1702AC140328,本科生,男,油2017-3, 
1702AC140329,本科生,男,油2017-3, 
1702AC140401,本科生,男,油2017-4, 
1702AC140402,本科生,男,油2017-4, 
1702AC140403,本科生,男,油2017-4, 
1702AC140404,本科生,男,油2017-4, 
1702AC140405,本科生,男,油2017-4, 
1702AC140406,本科生,男,油2017-4, 
1702AC140407,本科生,男,油2017-4, 
1702AC140408,本科生,男,油2017-4, 
1702AC140409,本科生,男,油2017-4, 
1702AC140410,本科生,男,油2017-4, 
1702AC140411,本科生,男,油2017-4, 
1702AC140412,本科生,男,油2017-4, 
1702AC140413,本科生,男,油2017-4, 
1702AC140414,本科生,男,油2017-4, 
1702AC140415,本科生,男,油2017-4, 
1702AC140416,本科生,男,油2017-4, 
1702AC140417,本科生,男,油2017-4, 
1702AC140418,本科生,男,油2017-4, 
1702AC140419,本科生,男,油2017-4, 
1702AC140420,本科生,男,油2017-4, 
1702AC140421,本科生,男,油2017-4, 
1702AC140422,本科生,男,油2017-4, 
1702AC140423,本科生,男,油2017-4, 
1702AC140424,本科生,男,油2017-4, 
1702AC140425,本科生,男,油2017-4, 
1702AC140426,本科生,男,油2017-4, 
1702AC140427,本科生,男,油2017-4, 
1702AC140428,本科生,男,油2017-4, 
1702AC140429,本科生,男,油2017-4, 
1702AC140501,本科生,男,油2017-5, 
1702AC140502,本科生,男,油2017-5, 
1702AC140503,本科生,男,油2017-5, 
1702AC140504,本科生,男,油2017-5, 
1702AC140505,本科生,男,油2017-5, 
1702AC140506,本科生,男,油2017-5, 
1702AC140507,本科生,男,油2017-5, 
1702AC140508,本科生,男,油2017-5, 
1702AC140509,本科生,男,油2017-5, 
1702AC140510,本科生,男,油2017-5, 
1702AC140511,本科生,男,油2017-5, 
1702AC140512,本科生,男,油2017-5, 
1702AC140513,本科生,男,油2017-5, 
1702AC140514,本科生,男,油2017-5, 
1702AC140515,本科生,男,油2017-5, 
1702AC140516,本科生,男,油2017-5, 
1702AC140517,本科生,男,油2017-5, 
1702AC140518,本科生,男,油2017-5, 
1702AC140519,本科生,男,油2017-5, 
1702AC140520,本科生,男,油2017-5, 
1702AC140521,本科生,男,油2017-5, 
1702AC140522,本科生,男,油2017-5, 
1702AC140523,本科生,男,油2017-5, 
1702AC140524,本科生,男,油2017-5, 
1702AC140525,本科生,男,油2017-5, 
1702AC140526,本科生,男,油2017-5, 
1702AC140527,本科生,男,油2017-5, 
1702AC140528,本科生,男,油2017-5, 
1702AC140529,本科生,男,油2017-5, 
1702AC140601,本科生,男,油2017-6, 
1702AC140602,本科生,男,油2017-6, 
1702AC140603,本科生,男,油2017-6, 
1702AC140604,本科生,男,油2017-6, 
1702AC140605,本科生,男,油2017-6, 
1702AC140606,本科生,男,油2017-6, 
1702AC140607,本科生,男,油2017-6, 
1702AC140608,本科生,男,油2017-6, 
1702AC140609,本科生,男,油2017-6, 
1702AC140610,本科生,男,油2017-6, 
1702AC140611,本科生,男,油2017-6, 
1702AC140612,本科生,男,油2017-6, 
1702AC140613,本科生,男,油2017-6, 
1702AC140614,本科生,男,油2017-6, 
1702AC140615,本科生,男,油2017-6, 
1702AC140616,本科生,男,油2017-6, 
1702AC140617,本科生,男,油2017-6, 
1702AC140618,本科生,男,油2017-6, 
1702AC140619,本科生,男,油2017-6, 
1702AC140620,本科生,男,油2017-6, 
1702AC140621,本科生,男,油2017-6, 
1702AC140622,本科生,男,油2017-6, 
1702AC140623,本科生,男,油2017-6, 
1702AC140624,本科生,男,油2017-6, 
1702AC140625,本科生,男,油2017-6, 
1702AC140626,本科生,男,油2017-6, 
1702AC140627,本科生,男,油2017-6, 
1702AC140628,本科生,男,油2017-6, 
1702AD140101,本科生,男,储运2017-1, 
1702AD140102,本科生,男,储运2017-1, 
1702AD140103,本科生,男,储运2017-1, 
1702AD140104,本科生,男,储运2017-1, 
1702AD140105,本科生,男,储运2017-1, 
1702AD140106,本科生,男,储运2017-1, 
1702AD140107,本科生,男,储运2017-1, 
1702AD140108,本科生,男,储运2017-1, 
1702AD140109,本科生,男,储运2017-1, 
1702AD140110,本科生,男,储运2017-1, 
1702AD140111,本科生,男,储运2017-1, 
1702AD140112,本科生,男,储运2017-1, 
1702AD140113,本科生,男,储运2017-1, 
1702AD140114,本科生,男,储运2017-1, 
1702AD140115,本科生,男,储运2017-1, 
1702AD140116,本科生,男,储运2017-1, 
1702AD140117,本科生,男,储运2017-1, 
1702AD140118,本科生,男,储运2017-1, 
1702AD140119,本科生,男,储运2017-1, 
1702AD140120,本科生,男,储运2017-1, 
1702AD140121,本科生,男,储运2017-1, 
1702AD140122,本科生,男,储运2017-1, 
1702AD140123,本科生,男,储运2017-1, 
1702AD140124,本科生,男,储运2017-1, 
1702AD140125,本科生,男,储运2017-1, 
1702AD140126,本科生,男,储运2017-1, 
1702AD140127,本科生,男,储运2017-1, 
1702AD140128,本科生,男,储运2017-1, 
1702AD140201,本科生,男,储运2017-2, 
1702AD140202,本科生,男,储运2017-2, 
1702AD140203,本科生,男,储运2017-2, 
1702AD140204,本科生,男,储运2017-2, 
1702AD140205,本科生,男,储运2017-2, 
1702AD140206,本科生,男,储运2017-2, 
1702AD140207,本科生,男,储运2017-2, 
1702AD140208,本科生,男,储运2017-2, 
1702AD140209,本科生,男,储运2017-2, 
1702AD140210,本科生,男,储运2017-2, 
1702AD140211,本科生,男,储运2017-2, 
1702AD140212,本科生,男,储运2017-2, 
1702AD140213,本科生,男,储运2017-2, 
1702AD140214,本科生,男,储运2017-2, 
1702AD140215,本科生,男,储运2017-2, 
1702AD140216,本科生,男,储运2017-2, 
1702AD140217,本科生,男,储运2017-2, 
1702AD140218,本科生,男,储运2017-2, 
1702AD140219,本科生,男,储运2017-2, 
1702AD140220,本科生,男,储运2017-2, 
1702AD140221,本科生,男,储运2017-2, 
1702AD140222,本科生,男,储运2017-2, 
1702AD140223,本科生,男,储运2017-2, 
1702AD140224,本科生,男,储运2017-2, 
1702AD140225,本科生,男,储运2017-2, 
1702AD140226,本科生,男,储运2017-2, 
1702AD140227,本科生,男,储运2017-2, 
1702AD140301,本科生,男,储运2017-3, 
1702AD140302,本科生,男,储运2017-3, 
1702AD140303,本科生,男,储运2017-3, 
1702AD140304,本科生,男,储运2017-3, 
1702AD140305,本科生,男,储运2017-3, 
1702AD140306,本科生,男,储运2017-3, 
1702AD140307,本科生,男,储运2017-3, 
1702AD140308,本科生,男,储运2017-3, 
1702AD140309,本科生,男,储运2017-3, 
1702AD140310,本科生,男,储运2017-3, 
1702AD140311,本科生,男,储运2017-3, 
1702AD140312,本科生,男,储运2017-3, 
1702AD140313,本科生,男,储运2017-3, 
1702AD140314,本科生,男,储运2017-3, 
1702AD140315,本科生,男,储运2017-3, 
1702AD140316,本科生,男,储运2017-3, 
1702AD140317,本科生,男,储运2017-3, 
1702AD140318,本科生,男,储运2017-3, 
1702AD140319,本科生,男,储运2017-3, 
1702AD140320,本科生,男,储运2017-3, 
1702AD140321,本科生,男,储运2017-3, 
1702AD140322,本科生,男,储运2017-3, 
1702AD140323,本科生,男,储运2017-3, 
1702AD140324,本科生,男,储运2017-3, 
1702AD140325,本科生,男,储运2017-3, 
1702AD140326,本科生,男,储运2017-3, 
1702AD140327,本科生,男,储运2017-3, 
1702AD140401,本科生,男,储运2017-4, 
1702AD140402,本科生,男,储运2017-4, 
1702AD140403,本科生,男,储运2017-4, 
1702AD140404,本科生,男,储运2017-4, 
1702AD140405,本科生,男,储运2017-4, 
1702AD140406,本科生,男,储运2017-4, 
1702AD140407,本科生,男,储运2017-4, 
1702AD140408,本科生,男,储运2017-4, 
1702AD140409,本科生,男,储运2017-4, 
1702AD140410,本科生,男,储运2017-4, 
1702AD140411,本科生,男,储运2017-4, 
1702AD140412,本科生,男,储运2017-4, 
1702AD140413,本科生,男,储运2017-4, 
1702AD140414,本科生,男,储运2017-4, 
1702AD140415,本科生,男,储运2017-4, 
1702AD140416,本科生,男,储运2017-4, 
1702AD140417,本科生,男,储运2017-4, 
1702AD140418,本科生,男,储运2017-4, 
1702AD140419,本科生,男,储运2017-4, 
1702AD140420,本科生,男,储运2017-4, 
1702AD140421,本科生,男,储运2017-4, 
1702AD140422,本科生,男,储运2017-4, 
1702AD140423,本科生,男,储运2017-4, 
1702AD140424,本科生,男,储运2017-4, 
1702AD140425,本科生,男,储运2017-4, 
1702AD140426,本科生,男,储运2017-4, 
1702AD140427,本科生,男,储运2017-4, 
1702AD140501,本科生,男,储运2017-5, 
1702AD140502,本科生,男,储运2017-5, 
1702AD140503,本科生,男,储运2017-5, 
1702AD140504,本科生,男,储运2017-5, 
1702AD140505,本科生,男,储运2017-5, 
1702AD140506,本科生,男,储运2017-5, 
