年龄,身高,学历,工资,家乡,婚姻,住房,自我介绍,对象年龄,对象身高,对象学历,对象薪水,对象家乡,对象婚姻,对象住房,最低工资,最高工资,平均工资,对象最低年龄,对象最高年龄,对象平均年龄,对象最低身高,对象最高身高,对象平均身高,对象最低薪水,对象最高薪水,对象平均薪水
50,171,大专,2000-5000,天津市,离异,以后再告诉你,"['独立', '善良', '开朗', '女孩', '常住', '地点', '天津', '南开', '平时', '业余时间', '喜欢', '看书', '电影', '希望', '网能', '找到', '牵手', '一辈子', '来信', '看不到', '回复', '抱歉', '有意', '请', '思要', '舞漆', '漆酒', '谢谢']",49 - 59,175 - 195,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",0-0,天津市,不限,"以后再告诉你,与父母同住,已购房(无贷款),住单位房,住亲朋家,需要时购置",2000,5000,3500,49,59,54,175,195,185,0,0,0
67,160,初中,2000-5000,贵州省,离异,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",62 - 73,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",贵州省,不限,不限,2000,5000,3500,62,73,67.5,160,211,185.5,0,0,0
42,165,初中,2000以下,河北省,离异,已购房(无贷款),"['来到', '希望', '朋友', '期待', '快快', '发信']",42 - 50,172 - 180,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",5000-10000,河北省,离异,已购房(无贷款),2000,2000,2000,42,50,46,172,180,176,5000,10000,7500
29,165,大专,2000-5000,海南省,离异,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",28 - 36,165 - 190,不限,0-0,海南省,"未婚,离异",不限,2000,5000,3500,28,36,32,165,190,177.5,0,0,0
25,171,大专,5000-10000,北京市,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",24 - 32,171 - 196,不限,0-0,北京市,不限,不限,5000,10000,7500,24,32,28,171,196,183.5,0,0,0
36,166,硕士,5000-10000,吉林省,未婚,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",35 - 45,170 - 190,不限,0-0,吉林省,不限,不限,5000,10000,7500,35,45,40,170,190,180,0,0,0
30,160,大专,2000-5000,辽宁省,离异,与父母同住,"['一只', '爱吃鱼', '流浪', '猫', '等待', '主人', '回家', '买', '小鱼', '干', '吃', '喵', '嘻嘻', '接受', '异地', '恋', '非诚', '勿扰', '谢谢']",30 - 35,174 - 180,"大专,本科,硕士","2000-5000,5000-10000",辽宁省,不限,已购房(无贷款),2000,5000,3500,30,35,32.5,174,180,177,5000,5000,5000
29,170,高中,5000-10000,北京市,离异,已购房(有贷款),,28 - 36,170 - 195,"中专/职高/技校,高中",10000-20000,北京市,离异,已购房(有贷款),5000,10000,7500,28,36,32,170,195,182.5,10000,20000,15000
31,163,本科,5000-10000,北京市,未婚,以后再告诉你,"['想', '网', '骗子', '生活', '挺', '美好', '变得', '更好', '不好', '明天', '幸福快乐']",25 - 33,163 - 183,不限,"2000以下,2000-5000,5000-10000,10000-20000,20000-50000",北京市,不限,"以后再告诉你,与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",5000,10000,7500,25,33,29,163,183,173,0,0,0
27,160,大专,2000-5000,北京市,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",25 - 28,178 - 211,"大专,本科,硕士,博士","5000-10000,10000-20000,20000-50000",北京市,未婚,以后再告诉你,2000,5000,3500,25,28,26.5,178,211,194.5,10000,10000,10000
43,153,初中,2000-5000,四川省,离异,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",37 - 48,153 - 173,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",0-0,四川省,不限,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",2000,5000,3500,37,48,42.5,153,173,163,0,0,0
41,160,初中,2000-5000,江西省,离异,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",40 - 48,160 - 185,不限,0-0,江西省,不限,不限,2000,5000,3500,40,48,44,160,185,172.5,0,0,0
23,166,本科,10000-20000,北京市,未婚,以后再告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",21 - 29,166 - 191,不限,0-0,北京市,不限,不限,10000,20000,15000,21,29,25,166,191,178.5,0,0,0
26,158,中专/职高/技校,2000-5000,辽宁省,离异,租房,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",55 - 63,174 - 178,高中,2000-5000,辽宁省,未婚,已购房(无贷款),2000,5000,3500,55,63,59,174,178,176,2000,5000,3500
48,156,高中,2000以下,河南省,离异,租房,"['会员', '看不到', '发给', '信息', '希望', '过客', '渴望', '找到', '真诚', '自信', '阳光', '相互', '扶持', '生活', '期待', '到来']",46 - 54,170 - 178,"中专/职高/技校,高中",5000-10000,河南省,不限,已购房(无贷款),2000,2000,2000,46,54,50,170,178,174,5000,10000,7500
29,167,本科,2000-5000,内蒙古自治区,未婚,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",29 - 39,170 - 190,"初中,中专/职高/技校,高中,大专,本科",0-0,内蒙古自治区,未婚,不限,2000,5000,3500,29,39,34,170,190,180,0,0,0
37,164,大专,5000-10000,贵州省,离异,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",36 - 46,170 - 190,不限,0-0,贵州省,不限,不限,5000,10000,7500,36,46,41,170,190,180,0,0,0
29,168,大专,2000-5000,北京市,未婚,与父母同住,"['开朗', '独立', '女孩', '常住', '地点', '北京市', '丰台区', '平时', '业余时间', '喜欢', '看书', '理想', '中', '约会', '方式', '共赴', '浪漫', '之旅', '希望', '网能', '找到', '牵手', '一辈子']",23 - 34,168 - 188,不限,"2000以下,2000-5000,5000-10000,10000-20000,20000-50000",北京市,未婚,"以后再告诉你,与父母同住,已购房(无贷款),住单位房,住亲朋家,需要时购置",2000,5000,3500,23,34,28.5,168,188,178,0,0,0
30,160,中专/职高/技校,2000-5000,吉林省,离异,以后再告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",30 - 40,170 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",吉林省,不限,不限,2000,5000,3500,30,40,35,170,211,190.5,0,0,0
34,162,本科,5000-10000,江苏省,离异,以后告诉你,"['失败', '信心', '希望', '遇见', '相守', '一生']",31 - 35,175 - 180,本科,5000-10000,江苏省,不限,不限,5000,10000,7500,31,35,33,175,180,177.5,5000,10000,7500
20,166,高中,2000-5000,海南省,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",19 - 27,166 - 191,不限,0-0,海南省,不限,不限,2000,5000,3500,19,27,23,166,191,178.5,0,0,0
26,156,中专/职高/技校,2000-5000,北京市,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",25 - 33,156 - 181,不限,0-0,北京市,不限,不限,2000,5000,3500,25,33,29,156,181,168.5,0,0,0
51,163,大专,2000-5000,广东省,丧偶,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",45 - 56,163 - 183,不限,0-0,广东省,不限,不限,2000,5000,3500,45,56,50.5,163,183,173,0,0,0
29,171,博士,5000-10000,辽宁省,未婚,已购房(有贷款),"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",28 - 38,170 - 190,不限,0-0,辽宁省,不限,不限,5000,10000,7500,28,38,33,170,190,180,0,0,0
49,160,中专/职高/技校,2000以下,湖南省,离异,以后再告诉你,"['3g', '用户', '希望', '过客', '盼望', '建成', '家园', '期待', '到来']",42 - 50,160 - 180,不限,"2000以下,2000-5000,5000-10000,10000-20000,20000-50000",湖南省,不限,"以后再告诉你,与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",2000,2000,2000,42,50,46,160,180,170,0,0,0
31,162,高中,2000-5000,内蒙古自治区,未婚,已购房(有贷款),"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",30 - 38,170 - 187,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",0-0,内蒙古自治区,不限,不限,2000,5000,3500,30,38,34,170,187,178.5,0,0,0
26,156,本科,5000-10000,北京市,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",20 - 31,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",北京市,不限,不限,5000,10000,7500,20,31,25.5,160,211,185.5,0,0,0
39,168,初中,5000-10000,辽宁省,离异,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",37 - 45,168 - 193,不限,0-0,辽宁省,不限,不限,5000,10000,7500,37,45,41,168,193,180.5,0,0,0
29,165,本科,2000-5000,河北省,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",28 - 36,165 - 190,不限,0-0,河北省,不限,不限,2000,5000,3500,28,36,32,165,190,177.5,0,0,0
48,158,硕士,>50000,江苏省,离异,已购房(无贷款),"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持']",42 - 52,175 - 211,"本科,硕士,博士",20000-50000,江苏省,不限,不限,50000,50000,50000,42,52,47,175,211,193,20000,50000,35000
35,163,高中,2000-5000,山西省,离异,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",34 - 42,163 - 188,不限,0-0,山西省,不限,不限,2000,5000,3500,34,42,38,163,188,175.5,0,0,0
40,160,本科,2000-5000,黑龙江省,离异,以后告诉你,"['希望', '过客', '渴望', '找到', '真诚', '自信', '阳光', '相互', '扶持', '生活', '期待', '到来']",38 - 46,160 - 185,不限,0-0,黑龙江省,不限,不限,2000,5000,3500,38,46,42,160,185,172.5,0,0,0
55,160,高中,2000-5000,辽宁省,丧偶,以后再告诉你,"['朋友', '安稳', '家', '浪漫', '时尚', '本分', '女人', '虚伪', '男人', '远点', '我伤', '儿子', '13', '岁', '沈阳', '生活', '合适', '外地', '孩子', '转学', '费劲', '喜欢', '首饰', '纹身', '男人', '会员', '带锁', '信息', '看不到']",46 - 59,168 - 180,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",2000-5000,辽宁省,不限,已购房(无贷款),2000,5000,3500,46,59,52.5,168,180,174,2000,5000,3500
53,158,初中,5000-10000,江苏省,离异,以后再告诉你,"['来到', '希望', '朋友', '期待', '有缘人', '牵手', '走']",45 - 63,158 - 178,初中,5000-10000,江苏省,不限,需要时购置,5000,10000,7500,45,63,54,158,178,168,5000,10000,7500
34,163,中专/职高/技校,2000-5000,黑龙江省,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",28 - 39,163 - 188,初中,"2000-5000,5000-10000,10000-20000,20000-50000,>50000",黑龙江省,不限,不限,2000,5000,3500,28,39,33.5,163,188,175.5,5000,5000,5000
61,165,初中,2000-5000,重庆市,丧偶,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",55 - 63,165 - 190,不限,0-0,重庆市,不限,不限,2000,5000,3500,55,63,59,165,190,177.5,0,0,0
24,167,本科,10000-20000,青海省,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",23 - 31,167 - 192,不限,0-0,青海省,不限,不限,10000,20000,15000,23,31,27,167,192,179.5,0,0,0
61,159,高中,>50000,黑龙江省,离异,以后告诉你,"['照片', '近照', '想', '加', '会员', '非诚', '勿扰']",52 - 60,175 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",黑龙江省,不限,不限,50000,50000,50000,52,60,56,175,211,193,0,0,0
33,169,大专,2000-5000,江苏省,离异,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",26 - 37,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",江苏省,不限,不限,2000,5000,3500,26,37,31.5,160,211,185.5,0,0,0
30,158,高中,2000-5000,江西省,离异,与父母同住,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",30 - 38,172 - 178,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","10000-20000,20000-50000,>50000",江西省,"未婚,离异",已购房(无贷款),2000,5000,3500,30,38,34,172,178,175,20000,20000,20000
36,160,中专/职高/技校,2000-5000,黑龙江省,离异,与父母同住,"['盼望', '找到', '爱', '爱', '珍惜', '放手', '希望', '爱', '想', '找', '下半生', '伴侣', '诚心', '请', '勿扰', '谢谢', '会员', '会员', '回', '话', '不好意思']",33 - 44,160 - 180,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000-5000,5000-10000",黑龙江省,不限,"已购房(有贷款),已购房(无贷款)",2000,5000,3500,33,44,38.5,160,180,170,5000,5000,5000
24,165,高中,2000-5000,辽宁省,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",23 - 31,165 - 190,不限,0-0,辽宁省,不限,不限,2000,5000,3500,23,31,27,165,190,177.5,0,0,0
50,161,初中,2000-5000,辽宁省,离异,以后告诉你,,48 - 56,161 - 186,不限,"2000以下,2000-5000",辽宁省,不限,不限,2000,5000,3500,48,56,52,161,186,173.5,0,0,0
29,162,硕士,5000-10000,浙江省,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",27 - 35,172 - 183,硕士,0-0,浙江省,未婚,不限,5000,10000,7500,27,35,31,172,183,177.5,0,0,0
26,159,中专/职高/技校,5000-10000,西藏自治区,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",20 - 31,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",西藏自治区,不限,不限,5000,10000,7500,20,31,25.5,160,211,185.5,0,0,0
29,165,高中,2000-5000,河北省,未婚,以后告诉你,"['经济基础', '虚伪', '这是', '现实', '社会', '骗子', '远离', '交朋友', '不缺', '朋友', '奔', '结婚', '接受', '离异', '家庭']",30 - 36,175 - 180,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",20000-50000,河北省,离异,已购房(无贷款),2000,5000,3500,30,36,33,175,180,177.5,20000,50000,35000
25,159,高中,10000-20000,浙江省,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",23 - 31,159 - 184,不限,0-0,浙江省,不限,不限,10000,20000,15000,23,31,27,159,184,171.5,0,0,0
58,160,初中,2000-5000,黑龙江省,离异,以后告诉你,,56 - 64,160 - 185,不限,"2000以下,2000-5000",黑龙江省,不限,不限,2000,5000,3500,56,64,60,160,185,172.5,0,0,0
34,166,高中,2000-5000,新疆自治区,未婚,以后再告诉你,"['善良', '女孩', '常住', '地点', '新疆', '哈密', '平时', '业余时间', '喜欢', '朋友', '聚会', '理想', '中', '约会', '方式', '共赴', '浪漫', '之旅', '希望', '将来', '安定', '温馨', '生活', '希望', '魄力', '男士', '希望', '网能', '找到', '牵手', '一辈子']",24 - 34,166 - 186,不限,"2000以下,2000-5000,5000-10000,10000-20000,20000-50000",新疆自治区,不限,"以后再告诉你,与父母同住,需要时购置,已购房(无贷款),住单位房,住亲朋家",2000,5000,3500,24,34,29,166,186,176,0,0,0
54,160,大专,2000-5000,山东省,丧偶,以后再告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",49 - 60,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",山东省,不限,不限,2000,5000,3500,49,60,54.5,160,211,185.5,0,0,0
41,160,高中,2000-5000,山东省,离异,以后再告诉你,"['幸福', '一点一点', '积累', '伤害', '喜欢', '喜欢', '受伤害', '成熟', '年龄', '肩膀', '挑起', '多重', '责任', '喜欢', '人要', '用心', '诚心', '相待', '真心', '交流', '恒心', '相守', '计较', '太多', '得与失', '学会', '一颗', '宽容', '心', '包容', '缺点', '失误']",41 - 53,172 - 182,"高中,大专,本科,硕士",20000-50000,山东省,不限,需要时购置,2000,5000,3500,41,53,47,172,182,177,20000,50000,35000
35,162,大专,10000-20000,湖南省,未婚,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",34 - 44,170 - 190,不限,"2000以下,2000-5000",湖南省,未婚,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",10000,20000,15000,34,44,39,170,190,180,0,0,0
65,185,本科,5000-10000,北京市,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",33 - 85,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",0-0,湖南省,不限,不限,5000,10000,7500,33,85,59,160,211,185.5,0,0,0
54,166,初中,2000-5000,江苏省,离异,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",52 - 60,166 - 191,不限,0-0,江苏省,不限,不限,2000,5000,3500,52,60,56,166,191,178.5,0,0,0
48,160,高中,2000以下,山西省,离异,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",48 - 58,170 - 190,不限,"2000以下,2000-5000",北京市,未婚,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",2000,2000,2000,48,58,53,170,190,180,0,0,0
42,164,中专/职高/技校,2000-5000,宁夏回族自治区,离异,以后再告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",35 - 45,170 - 185,"大专,本科",5000-10000,宁夏回族自治区,不限,不限,2000,5000,3500,35,45,40,170,185,177.5,5000,10000,7500
30,165,大专,5000-10000,北京市,未婚,以后告诉你,,29 - 37,165 - 190,不限,"2000以下,2000-5000",北京市,不限,不限,5000,10000,7500,29,37,33,165,190,177.5,0,0,0
31,167,中专/职高/技校,5000-10000,河北省,离异,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",30 - 38,167 - 192,不限,0-0,河北省,不限,不限,5000,10000,7500,30,38,34,167,192,179.5,0,0,0
36,166,初中,2000以下,吉林省,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",34 - 42,166 - 191,不限,0-0,吉林省,不限,不限,2000,2000,2000,34,42,38,166,191,178.5,0,0,0
44,168,大专,2000-5000,吉林省,丧偶,已购房(无贷款),"['昨天', '已回', '不到', '明天', '再难', '抬脚']",42 - 50,172 - 185,"中专/职高/技校,高中,大专,本科,硕士,博士","5000-10000,10000-20000,20000-50000,>50000",吉林省,不限,已购房(无贷款),2000,5000,3500,42,50,46,172,185,178.5,10000,10000,10000
30,170,高中,2000-5000,吉林省,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",28 - 36,170 - 195,不限,0-0,吉林省,不限,不限,2000,5000,3500,28,36,32,170,195,182.5,0,0,0
27,164,中专/职高/技校,2000-5000,山东省,未婚,以后再告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",25 - 33,164 - 189,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",0-0,山东省,不限,已购房(无贷款),2000,5000,3500,25,33,29,164,189,176.5,0,0,0
36,160,中专/职高/技校,2000以下,吉林省,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",36 - 44,160 - 185,不限,0-0,吉林省,不限,不限,2000,2000,2000,36,44,40,160,185,172.5,0,0,0
48,157,高中,2000-5000,湖南省,离异,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",46 - 54,157 - 182,不限,0-0,湖南省,不限,不限,2000,5000,3500,46,54,50,157,182,169.5,0,0,0
26,165,中专/职高/技校,5000-10000,河北省,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",24 - 32,165 - 190,不限,0-0,河北省,不限,不限,5000,10000,7500,24,32,28,165,190,177.5,0,0,0
39,165,高中,2000-5000,山西省,未婚,以后告诉你,"['说', '最少', '20', '字', '凑', '字', '凑够', '尽所能', '多些', '俩', '字']",34 - 45,165 - 185,不限,0-0,山西省,不限,不限,2000,5000,3500,34,45,39.5,165,185,175,0,0,0
26,160,高中,2000以下,河北省,未婚,以后告诉你,"['幸福', '两人', '牵手', '偕老', '一辈子', '迎接', '心爱', '希望']",24 - 32,160 - 185,不限,0-0,河北省,不限,不限,2000,2000,2000,24,32,28,160,185,172.5,0,0,0
29,167,硕士,10000-20000,北京市,丧偶,以后再告诉你,,26 - 46,170 - 185,"本科,硕士,博士","20000-50000,>50000",北京市,不限,不限,10000,20000,15000,26,46,36,170,185,177.5,50000,50000,50000
33,155,初中,5000-10000,云南省,离异,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",32 - 42,170 - 190,不限,0-0,云南省,不限,不限,5000,10000,7500,32,42,37,170,190,180,0,0,0
34,165,大专,2000-5000,湖南省,离异,以后告诉你,,45 - 52,170 - 190,不限,>50000,湖南省,不限,不限,2000,5000,3500,45,52,48.5,170,190,180,50000,50000,50000
55,160,高中,2000-5000,河北省,丧偶,已购房(无贷款),"['来到', '希望', '朋友', '期待', '快快', '发信']",50 - 65,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000-5000,5000-10000",河北省,不限,已购房(无贷款),2000,5000,3500,50,65,57.5,160,211,185.5,5000,5000,5000
44,154,高中,2000以下,湖南省,离异,以后告诉你,,43 - 51,154 - 179,不限,"2000以下,2000-5000",湖南省,不限,不限,2000,2000,2000,43,51,47,154,179,166.5,0,0,0
30,155,初中,2000-5000,北京市,离异,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",29 - 37,155 - 180,不限,0-0,河北省,不限,不限,2000,5000,3500,29,37,33,155,180,167.5,0,0,0
41,165,本科,2000-5000,湖北省,离异,以后告诉你,"['幸福', '两人', '牵手', '偕老', '一辈子', '迎接', '心爱', '希望']",39 - 47,165 - 190,不限,0-0,湖北省,不限,不限,2000,5000,3500,39,47,43,165,190,177.5,0,0,0
41,164,本科,5000-10000,浙江省,离异,以后告诉你,"['希望', '过客', '盼望', '建成', '家园', '期待', '到来']",40 - 50,170 - 190,不限,"2000以下,2000-5000",浙江省,未婚,"以后再告诉你,与父母同住,租房,已购房(有贷款),已购房(无贷款),住单位房,住亲朋家",5000,10000,7500,40,50,45,170,190,180,0,0,0
27,171,本科,5000-10000,上海市,未婚,以后告诉你,"['愿', '颠簸', '人生', '中', '寻找', '停泊', '港湾']",29 - 38,170 - 196,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","5000-10000,10000-20000,20000-50000,>50000",北京市,不限,以后再告诉你,5000,10000,7500,29,38,33.5,170,196,183,10000,10000,10000
25,164,大专,5000-10000,新疆自治区,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",24 - 32,164 - 189,不限,0-0,新疆自治区,不限,不限,5000,10000,7500,24,32,28,164,189,176.5,0,0,0
56,162,初中,2000-5000,江苏省,离异,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",55 - 63,162 - 187,不限,0-0,江苏省,不限,不限,2000,5000,3500,55,63,59,162,187,174.5,0,0,0
25,160,大专,2000-5000,内蒙古自治区,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",24 - 32,160 - 185,不限,0-0,内蒙古自治区,不限,不限,2000,5000,3500,24,32,28,160,185,172.5,0,0,0
29,168,大专,2000-5000,北京市,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",23 - 34,160 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000以下,2000-5000,5000-10000,10000-20000,20000-50000",北京市,不限,不限,2000,5000,3500,23,34,28.5,160,211,185.5,0,0,0
43,155,中专/职高/技校,2000-5000,湖北省,离异,已购房(无贷款),"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",44 - 50,168 - 175,"高中,大专","5000-10000,10000-20000",湖北省,离异,"已购房(有贷款),已购房(无贷款)",2000,5000,3500,44,50,47,168,175,171.5,10000,10000,10000
35,160,中专/职高/技校,2000-5000,福建省,未婚,以后再告诉你,"['希望', '能能', '遇上', '阳光', '正', '能量', '慢慢', '变老', '有过', '婚史', '请', '勿扰', '....']",30 - 37,171 - 211,"初中,中专/职高/技校,高中,大专,本科,硕士,博士","2000-5000,5000-10000",福建省,未婚,已购房(无贷款),2000,5000,3500,30,37,33.5,171,211,191,5000,5000,5000
28,158,本科,2000-5000,辽宁省,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",23 - 34,170 - 211,"大专,本科,硕士,博士","2000-5000,5000-10000,10000-20000,20000-50000",辽宁省,未婚,不限,2000,5000,3500,23,34,28.5,170,211,190.5,5000,5000,5000
24,160,中专/职高/技校,2000-5000,黑龙江省,未婚,以后告诉你,"['希望', '过客', '盼望', '找到', '爱', '我会', '努力', '寻找', '珍惜', '放手']",22 - 30,160 - 185,不限,0-0,黑龙江省,不限,不限,2000,5000,3500,22,30,26,160,185,172.5,0,0,0
30,160,大专,2000-5000,上海市,未婚,以后告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",28 - 36,160 - 185,不限,0-0,上海市,不限,不限,2000,5000,3500,28,36,32,160,185,172.5,0,0,0
28,171,本科,5000-10000,天津市,未婚,与父母同住,"['平时', '喜欢', '宅', '在家', '周末', '约', '朋友', '逛街', '电影', '希望', '找到', '脾气好', '孝顺', '男生', '白头', '偕']",24 - 30,178 - 191,"本科,硕士","5000-10000,10000-20000",天津市,未婚,已购房(有贷款),5000,10000,7500,24,30,27,178,191,184.5,10000,10000,10000
49,165,初中,2000-5000,辽宁省,离异,以后告诉你,,47 - 55,165 - 190,不限,"2000以下,2000-5000",辽宁省,不限,不限,2000,5000,3500,47,55,51,165,190,177.5,0,0,0
32,161,高中,2000-5000,黑龙江省,未婚,以后告诉你,"['七八', '伍壹叁', '玖', '贰', '五八', '七八', '五一', '三九', '五八', '七八', '五一', '三九', '五八']",28 - 34,172 - 182,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",5000-10000,黑龙江省,未婚,已购房(无贷款),2000,5000,3500,28,34,31,172,182,177,5000,10000,7500
27,168,本科,20000-50000,北京市,未婚,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",26 - 34,168 - 193,不限,20000-50000,北京市,不限,不限,20000,50000,35000,26,34,30,168,193,180.5,20000,50000,35000
54,163,高中,10000-20000,四川省,离异,以后再告诉你,"['希望', '找到', '真诚', '自信', '阳光', '相扶', '相持', '生活']",50 - 65,155 - 175,"初中,中专/职高/技校,高中,大专,本科,硕士,博士",2000以下,浙江省,不限,不限,10000,20000,15000,50,65,57.5,155,175,165,0,0,0
52,160,高中,10000-20000,广东省,离异,以后告诉你,"['来到', '希望', '朋友', '期待', '快快', '发信']",45 - 58,160 - 185,高中,10000-20000,广东省,离异,不限,10000,20000,15000,45,58,51.5,160,185,172.5,10000,20000,15000
